"ensembl" "symbol" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"25" "ENSG00000138678.11" "GPAT3" 477.737945138014 -1.09538901169 0.254128709404718 -4.31037097011152 1.62980903924734e-05 0.00770084771044367
"26" "ENSG00000136305.11" "CIDEB" 29.6729647456976 -1.57354868022523 0.36918933935507 -4.26217258324424 2.02448992959148e-05 0.00900302580453623
"27" "ENSG00000113302.4" "IL12B" 22.9865848244323 2.66639803484341 0.629000904454372 4.23910047817242 2.24417202887856e-05 0.00969482316475536
"28" "ENSG00000182541.18" "LIMK2" 602.576653220073 1.08977764552081 0.259137242873657 4.20540727159057 2.60612425786679e-05 0.0106498915618773
"29" "ENSG00000233276.5" "GPX1" 2138.68221776814 -1.00874110387706 0.240486842299053 -4.19457918875518 2.73378634857252e-05 0.010877591997478
"30" "ENSG00000183160.9" "TMEM119" 181.021519926415 -1.25004911636835 0.301439741413951 -4.14692870457226 3.36964932843036e-05 0.0127372744614668
"31" "ENSG00000099377.14" "HSD3B7" 119.196862373904 -1.25421998057267 0.303553796958873 -4.13178814805797 3.59952098245115e-05 0.0132743310377223
"32" "ENSG00000122547.11" "EEPD1" 43.3479171041496 -1.08511663409664 0.264851634884574 -4.09707357317068 4.18405952436349e-05 0.0147123209321805
"33" "ENSG00000121594.12" "CD80" 59.1728827661298 1.15804081704343 0.283993762036404 4.07769807597036 4.54837769416669e-05 0.0156298797126819
"34" "ENSG00000286085.1" "AL109653.3" 19.3210293992712 1.1698642949371 0.290622167245543 4.02537874527889 5.68836859907551e-05 0.0191129184928937
"35" "ENSG00000115756.13" "HPCAL1" 162.468103226735 -1.17401857706162 0.292029792097444 -4.0202013932533 5.81484109139064e-05 0.0191131298482231
"36" "ENSG00000007264.15" "MATK" 112.785971573834 -1.05134576081367 0.262609807218428 -4.00345201098756 6.24248684901753e-05 0.0193711240648856
"37" "ENSG00000271503.6" "CCL5" 267.227612463199 1.54223227870214 0.385814525500018 3.9973411491011 6.40579499500186e-05 0.0193711240648856
"38" "ENSG00000134594.5" "RAB33A" 36.8232021694141 1.31535114621285 0.33026556284885 3.98270753652519 6.81345814514614e-05 0.0198114398374249
"39" "ENSG00000164687.11" "FABP5" 1137.5171831424 -1.02827188963372 0.262078803524474 -3.92352176446689 8.72638779465204e-05 0.0226705689750005
"40" "ENSG00000149968.12" "MMP3" 171.104379231467 1.63825692703899 0.417596947529197 3.92305771565644 8.7432195535408e-05 0.0226705689750005
"41" "ENSG00000157870.16" "PRXL2B" 24.2019206308755 -1.15450307161659 0.295923666037582 -3.90135431571047 9.56560222843411e-05 0.0237101484744137
"42" "ENSG00000163734.4" "CXCL3" 1670.18555130148 1.42767177417016 0.369873013780477 3.85989710246204 0.000113434780663827 0.0272243473593184
"43" "ENSG00000102096.9" "PIM2" 434.622063851486 1.06777771231325 0.277588058443398 3.84662697055816 0.000119755083698526 0.0282921385237767
"44" "ENSG00000131203.13" "IDO1" 2016.86017909911 1.36621802537494 0.358759627819221 3.80817104109435 0.000139998428344762 0.0325650974478575
"45" "ENSG00000092345.13" "DAZL" 29.2762939565637 1.19974779092435 0.315358083371566 3.80439840988876 0.000142149234891441 0.0325650974478575
"46" "ENSG00000120708.17" "TGFBI" 527.260594615884 -1.3664571697459 0.362199560780189 -3.7726637956228 0.00016151386496308 0.0353926034527792
"47" "ENSG00000175189.4" "INHBC" 23.9571954835605 1.25366924144148 0.332705630822505 3.76810346834886 0.000164492524571463 0.0354352543344871
"48" "ENSG00000164088.18" "PPM1M" 53.2684557206513 -1.09651033636324 0.291219998724436 -3.76523020797346 0.000166395704877552 0.0354352543344871
"49" "ENSG00000026508.18" "CD44" 5384.57111650762 1.00113045412001 0.267103059814687 3.74810552456638 0.000178175294118862 0.0374168117649611
"50" "ENSG00000142224.15" "IL19" 30.3964488797708 1.404091978696 0.375259562218505 3.74165543016445 0.000182812056570213 0.0378646341827619
"51" "ENSG00000118557.15" "PMFBP1" 25.6740207504255 -1.18339115497692 0.317637452181131 -3.72560334699481 0.00019484859960449 0.0398123084597282
"52" "ENSG00000069424.14" "KCNAB2" 43.6184756538534 -1.27949966063393 0.343921515457001 -3.72032455990355 0.000198966917954403 0.0401117306596077
"53" "ENSG00000081041.9" "CXCL2" 5271.9147217628 1.4495003786418 0.390100674547581 3.71570846505932 0.000202635117644437 0.0403137234050511
"54" "ENSG00000105697.9" "HAMP" 1094.47074435715 1.78815862871722 0.490968726490203 3.64210291254245 0.000270419917232141 0.047543594750581
"55" "ENSG00000166165.13" "CKB" 486.984181355866 1.14829463866912 0.315589521836894 3.63857022877519 0.000274155870380033 0.0476463995419092
